********************************************************************************
LOGGING TIME: 20201022_174929
CLIENT IP: 192.168.137.1
USERNAME: izazuhur
OS: Windows 10
**********************************Emotional database********************************************************************************
MM, 10, 24, 1602022801714
MM, 8, 24, 17
MM, 773, 647, 31
MM, 764, 649, 8
MM, 755, 652, 8
MM, 746, 656, 8
MM, 733, 658, 7
MM, 719, 658, 8
MM, 708, 658, 8
MM, 695, 658, 8
MM, 27, 19, 8
MM, 16, 18, 8
MM, 7, 14, 8
MM, 0, 11, 8
MM, 653, 647, 9
MM, 30, 7, 7
MM, 27, 4, 9
MM, 643, 638, 7
MM, 641, 636, 10
MM, 15, 29, 6
MM, 14, 25, 9
MM, 11, 18, 7
MM, 9, 12, 9
MM, 5, 1, 7
MM, 6, 23, 9
MM, 2, 7, 7
MM, 25, 24, 8
MM, 16, 0, 9
MM, 331, 88, 7
MM, 320, 66, 8
MM, 311, 49, 8
MM, 298, 31, 8
MM, 288, 17, 8
MM, 277, 2, 8
MM, 521, 412, 8
MM, 513, 400, 8
MM, 504, 392, 8
MM, 496, 385, 8
MM, 487, 377, 8
MM, 224, 81, 8
MM, 214, 75, 8
MM, 210, 72, 8
MM, 206, 71, 8
MM, 199, 69, 8
MM, 195, 69, 9
MM, 191, 68, 7
MM, 184, 64, 8
MM, 180, 63, 9
MM, 174, 63, 8
MM, 169, 60, 8
MM, 165, 60, 8
MM, 159, 57, 8
MM, 152, 54, 8
MM, 146, 50, 8
MM, 139, 47, 8
MM, 132, 44, 8
MM, 128, 41, 8
MM, 125, 38, 8
MM, 122, 36, 8
MM, 120, 34, 8
MM, 118, 32, 8
MM, 116, 30, 8
MM, 113, 27, 8
MM, 112, 24, 7
MM, 109, 21, 8
MM, 108, 21, 8
MM, 106, 19, 8
MM, 105, 18, 8
MM, 104, 18, 130
MM, 103, 14, 223
MM, 103, 10, 8
MM, 103, 4, 7
MM, 359, 287, 9
MM, 360, 278, 7
MM, 363, 266, 8
MM, 363, 253, 8
MM, 344, 179, 120
MM, 342, 176, 9
MM, 339, 173, 8
MM, 336, 170, 7
MM, 335, 167, 9
MM, 335, 165, 8
MM, 333, 162, 8
MM, 333, 160, 7
MM, 333, 158, 9
MM, 335, 155, 7
MM, 339, 152, 9
MM, 342, 149, 7
MM, 345, 144, 9
MM, 350, 143, 8
MM, 354, 140, 8
MM, 359, 137, 7
MM, 360, 134, 9
MM, 360, 133, 8
MM, 360, 132, 8
MM, 360, 129, 8
MM, 360, 128, 7
MM, 360, 126, 9
MM, 360, 125, 8
MM, 359, 124, 8
MM, 361, 122, 16
MM, 364, 121, 8
MM, 368, 121, 8
MM, 373, 121, 7
MM, 377, 119, 8
MM, 379, 119, 8
MM, 384, 119, 8
MM, 388, 119, 9
MM, 391, 120, 7
MM, 397, 120, 9
MM, 399, 121, 7
MM, 404, 123, 8
MM, 406, 123, 8
MM, 408, 125, 8
