********************************************************************************
LOGGING TIME: 20200923_155350
CLIENT IP: 192.168.1.101
USERNAME: nishanth
OS: Windows 10
ARCHITECTURE: x86
VERSION: 10.0
RESOLUTION: 1920.0 1080.0
********************************************************************************
MM, 874, 452, 1602022801417
MM, 876, 448, 8
MM, 878, 445, 7
MM, 880, 442, 8
MM, 882, 438, 0
MM, 885, 436, 8
MM, 885, 434, 8
MM, 886, 432, 9
MM, 886, 431, 9
MM, 887, 431, 9
MM, 888, 430, 13
MM, 888, 429, 10
MM, 888, 429, 16
MP, 1, 369
MD, 877, 428, 200
MD, 862, 426, 8
MD, 846, 426, 8
MD, 834, 424, 9
MD, 819, 422, 4
MD, 807, 422, 8
MD, 795, 422, 8
MD, 785, 422, 8
MD, 774, 422, 3
MD, 764, 422, 11
MD, 753, 422, 2
MD, 745, 424, 13
MD, 738, 424, 8
MD, 731, 424, 1
MD, 723, 424, 8
MD, 716, 424, 8
MD, 707, 422, 8
MD, 699, 422, 8
MD, 690, 421, 8
MD, 682, 420, 8
MD, 675, 420, 0
MD, 668, 419, 8
MD, 661, 419, 8
MD, 653, 419, 8
MD, 647, 419, 8
MD, 642, 419, 8
MD, 637, 419, 8
MD, 633, 419, 8
MD, 630, 419, 0
MD, 625, 419, 8
MD, 621, 419, 8
MD, 616, 419, 8
MD, 611, 419, 8
MD, 607, 419, 8
MD, 602, 419, 8
MD, 597, 419, 8
MD, 593, 420, 8
MD, 589, 420, 0
MD, 585, 420, 8
MD, 584, 420, 8
MD, 581, 420, 8
MD, 580, 420, 8
MD, 578, 420, 8
MD, 576, 420, 8
MD, 576, 420, 8
MD, 575, 420, 0
MD, 573, 420, 11
MD, 572, 420, 9
MD, 571, 420, 7
MD, 570, 420, 2
MD, 569, 420, 8
MD, 567, 420, 8
MD, 567, 420, 11
MD, 565, 420, 4
MD, 564, 420, 16
MD, 564, 420, 8
MR, 1, 8
MM, 566, 420, 2860
MM, 570, 420, 8
MM, 575, 419, 0
MM, 582, 417, 8
MM, 586, 415, 8
MM, 590, 415, 8
MM, 593, 414, 8
MM, 596, 414, 8
MM, 598, 414, 8
MM, 602, 414, 8
MM, 605, 414, 8
MM, 606, 414, 0
MM, 610, 414, 8
MM, 613, 414, 12
MM, 616, 414, 7
MM, 619, 414, 8
MM, 622, 415, 8
MM, 626, 416, 0
MM, 629, 417, 8
MM, 632, 418, 8
MM, 635, 419, 8
MM, 639, 419, 8
MM, 642, 421, 8
MM, 645, 422, 8
MM, 646, 424, 8
MM, 649, 426, 0
MM, 652, 426, 12
MM, 654, 428, 9
MM, 657, 428, 6
MM, 661, 429, 7
MM, 665, 429, 3
MM, 671, 429, 8
MM, 679, 427, 8
MM, 684, 426, 9
MM, 688, 426, 7
MM, 691, 425, 8
MM, 692, 425, 0
MM, 695, 425, 8
MM, 697, 425, 8
MM, 698, 425, 8
MM, 699, 426, 8
MM, 700, 427, 8
MM, 700, 427, 8
MM, 700, 428, 8
MM, 701, 428, 8
MM, 702, 428, 8
MM, 702, 429, 8
MM, 702, 430, 8
MM, 702, 430, 8
MM, 702, 431, 8
MM, 702, 432, 16
MM, 702, 433, 0
MM, 702, 433, 8
MM, 701, 433, 8
MM, 701, 434, 8
MM, 701, 434, 8
MM, 701, 435, 9
MM, 700, 435, 15
MM, 699, 435, 21
MM, 698, 435, 19
MM, 698, 435, 12
MM, 697, 435, 9
MM, 697, 435, 8
MM, 696, 435, 7
MM, 696, 435, 8
MM, 695, 434, 8
MM, 694, 434, 17
MM, 693, 434, 15
MM, 693, 434, 8
MM, 692, 434, 8
MM, 691, 434, 8
MM, 691, 434, 0
MM, 691, 433, 8
MM, 690, 433, 8
MM, 689, 432, 9
MM, 689, 432, 8
MM, 688, 432, 8
MM, 687, 431, 7
MM, 687, 431, 13
MM, 686, 431, 8
MM, 686, 431, 13
MM, 685, 431, 15
MM, 684, 431, 12
MM, 684, 430, 116
MM, 684, 429, 16
MP, 1, 399
MR, 1, 221
MC, 1, 0
MM, 683, 432, 6424
MM, 682, 439, 7
MM, 681, 450, 8
MM, 677, 466, 8
MM, 674, 483, 0
MM, 670, 499, 8
MM, 667, 513, 8
MM, 663, 528, 8
MM, 660, 542, 9
MM, 656, 555, 7
MM, 655, 567, 8
MM, 652, 582, 8
MM, 649, 598, 0
MM, 647, 613, 12
MM, 642, 626, 8
MM, 640, 640, 5
MM, 636, 654, 10
MM, 631, 667, 0
MM, 629, 681, 8
MM, 625, 693, 8
MM, 622, 703, 11
MM, 620, 714, 7
MM, 617, 721, 8
MM, 615, 726, 8
MM, 615, 732, 0
MM, 615, 734, 8
MM, 615, 737, 8
MM, 615, 738, 8
MM, 615, 738, 9
MM, 615, 738, 28
MM, 615, 738, 4
MM, 615, 738, 11
MM, 615, 737, 8
MM, 615, 737, 8
MM, 615, 736, 8
MM, 615, 736, 8
MM, 615, 736, 8
MM, 615, 738, 8
MM, 615, 742, 8
MM, 614, 747, 8
MM, 612, 752, 8
MM, 608, 760, 0
MM, 605, 767, 11
MM, 602, 773, 9
MM, 600, 777, 7
MM, 598, 779, 3
MM, 597, 779, 8
MM, 600, 794, 203
MM, 605, 824, 8
MM, 609, 846, 8
MM, 613, 869, 8
MM, 618, 892, 8
MM, 625, 913, 5
MM, 630, 928, 10
MM, 636, 942, 6
MM, 641, 953, 8
MM, 648, 961, 8
MM, 651, 966, 0
MM, 655, 970, 8
MM, 658, 973, 8
MM, 660, 974, 9
MM, 662, 975, 10
MM, 664, 977, 8
MM, 665, 979, 0
MM, 667, 980, 8
MM, 669, 981, 8
MM, 670, 983, 8
MM, 671, 986, 8
MM, 672, 988, 8
MM, 673, 989, 8
MM, 674, 992, 8
MM, 674, 994, 0
MM, 675, 994, 8
MM, 676, 995, 8
MM, 676, 996, 8
MM, 677, 996, 8
MM, 678, 996, 8
MM, 679, 997, 8
MM, 680, 998, 4
MM, 682, 998, 11
MM, 683, 1000, 5
MM, 685, 1003, 8
MM, 687, 1005, 8
MM, 689, 1007, 0
MM, 690, 1009, 8
MM, 691, 1011, 11
MM, 693, 1013, 9
MM, 693, 1014, 5
MM, 693, 1015, 9
MM, 694, 1016, 0
MM, 695, 1018, 8
MM, 697, 1022, 8
MM, 698, 1025, 9
MM, 699, 1029, 8
MM, 701, 1031, 8
MM, 701, 1034, 8
MM, 702, 1038, 8
MM, 703, 1041, 4
MM, 703, 1042, 8
MM, 703, 1045, 9
MM, 703, 1046, 0
MM, 703, 1046, 7
MM, 703, 1047, 8
MM, 703, 1048, 8
MM, 703, 1049, 8
MM, 703, 1050, 17
MM, 703, 1051, 7
MM, 703, 1051, 8
MM, 703, 1052, 8
MM, 703, 1053, 8
MM, 703, 1054, 16
MM, 703, 1054, 16
MM, 703, 1052, 741
MM, 707, 1048, 8
MM, 712, 1037, 1
MM, 716, 1022, 8
MM, 723, 1006, 8
MM, 730, 991, 8
MM, 738, 973, 8
MM, 746, 957, 8
MM, 752, 946, 8
MM, 755, 939, 8
MM, 757, 935, 0
MM, 760, 933, 8
MM, 761, 930, 8
MM, 762, 928, 8
MM, 762, 928, 10
MM, 763, 928, 6
MM, 763, 927, 7
MM, 763, 926, 15
MP, 1, 333
MR, 1, 217
MC, 1, 0
MM, 767, 916, 859
MM, 771, 901, 8
MM, 775, 885, 12
MM, 781, 870, 7
MM, 784, 855, 8
MM, 788, 841, 8
MM, 790, 828, 0
MM, 794, 814, 8
MM, 797, 800, 12
MM, 800, 787, 7
MM, 801, 772, 7
MM, 803, 753, 7
MM, 803, 737, 2
MM, 803, 722, 8
MM, 804, 709, 8
MM, 804, 697, 8
MM, 804, 687, 8
MM, 804, 680, 8
MM, 804, 673, 8
MM, 803, 669, 8
MM, 803, 666, 0
MM, 803, 664, 8
MM, 803, 662, 8
MM, 803, 661, 8
MM, 803, 660, 8
MM, 803, 659, 16
MM, 803, 659, 16
MM, 802, 659, 8
MM, 805, 642, 1716
MM, 811, 606, 7
MM, 816, 576, 0
MM, 820, 548, 8
MM, 825, 518, 8
MM, 827, 493, 12
MM, 831, 464, 7
MM, 834, 432, 8
MM, 838, 400, 8
MM, 840, 372, 0
MM, 844, 330, 8
MM, 848, 291, 11
MM, 852, 259, 7
MM, 855, 233, 8
MM, 859, 211, 0
MM, 862, 192, 8
MM, 864, 176, 8
MM, 864, 166, 8
MM, 865, 159, 11
MM, 866, 157, 1
MM, 866, 155, 14
MM, 866, 153, 7
MM, 866, 153, 7
MM, 866, 152, 2
MM, 866, 152, 32
MM, 866, 152, 8
MM, 865, 152, 13
MM, 864, 151, 5
MM, 863, 151, 9
MM, 862, 151, 7
MM, 862, 150, 8
MM, 861, 150, 8
MM, 860, 150, 0
MM, 859, 149, 16
MM, 859, 148, 8
MM, 859, 148, 8
MM, 859, 148, 9
MM, 859, 147, 7
MM, 858, 145, 8
MM, 858, 143, 0
MM, 858, 139, 8
MM, 858, 136, 8
MM, 858, 134, 8
MM, 858, 130, 9
MM, 858, 126, 7
MM, 858, 124, 9
MM, 858, 122, 2
MM, 858, 120, 8
MM, 858, 119, 8
MM, 858, 117, 8
MM, 858, 115, 8
MM, 858, 115, 8
MM, 858, 113, 8
MM, 859, 111, 3
MM, 859, 110, 9
MM, 859, 108, 6
MM, 860, 107, 8
MM, 860, 105, 7
MM, 861, 103, 4
MM, 862, 101, 8
MM, 863, 99, 8
MM, 863, 97, 8
MM, 864, 95, 9
MM, 866, 94, 4
MM, 866, 92, 3
MM, 866, 90, 8
MM, 867, 90, 8
MM, 868, 89, 8
MM, 868, 88, 8
MM, 868, 87, 8
MM, 869, 87, 8
MM, 869, 86, 8
MM, 869, 86, 4
MM, 870, 85, 4
MM, 870, 85, 8
MM, 871, 84, 8
MM, 871, 83, 8
MM, 872, 82, 8
MM, 872, 82, 8
MM, 873, 81, 7
MM, 874, 80, 8
MM, 874, 79, 2
MM, 875, 78, 8
MM, 876, 77, 11
MM, 876, 76, 2
MM, 876, 75, 10
MM, 877, 74, 8
MM, 877, 74, 8
MM, 878, 72, 6
MM, 878, 71, 7
MM, 879, 71, 14
MM, 879, 70, 8
MM, 879, 69, 2
MM, 879, 69, 10
MM, 878, 68, 8
MM, 877, 67, 3
MM, 876, 67, 10
MM, 875, 66, 8
MM, 875, 66, 10
MM, 874, 66, 5
MM, 873, 66, 9
MM, 872, 66, 0
MM, 872, 65, 8
MM, 871, 64, 16
MM, 870, 64, 24
MM, 870, 64, 8
MM, 869, 64, 16
MM, 868, 64, 11
MM, 867, 63, 7
MM, 867, 62, 8
MM, 866, 61, 0
MM, 864, 60, 11
MM, 864, 59, 7
MM, 863, 57, 9
MM, 862, 56, 7
MM, 860, 54, 8
MM, 860, 53, 8
MM, 858, 52, 0
MM, 857, 51, 10
MM, 857, 50, 10
MM, 856, 50, 8
MM, 855, 50, 6
MM, 855, 49, 8
MM, 854, 49, 4
MM, 854, 48, 9
MM, 854, 47, 7
MM, 853, 47, 17
MM, 852, 47, 23
MM, 852, 47, 97
MP, 1, 314
MD, 831, 49, 181
MD, 802, 54, 8
MD, 779, 59, 8
MD, 762, 62, 8
MD, 748, 65, 0
MD, 736, 68, 8
MD, 724, 70, 12
MD, 714, 73, 8
MD, 702, 77, 5
MD, 687, 81, 7
MD, 669, 87, 9
MD, 652, 93, 8
MD, 638, 97, 0
MD, 626, 99, 8
MD, 616, 101, 8
MD, 611, 101, 8
MD, 608, 102, 8
MD, 604, 102, 8
MD, 603, 102, 8
MD, 600, 102, 8
MD, 598, 102, 0
MD, 598, 101, 8
MD, 597, 101, 8
MD, 596, 101, 8
MD, 595, 101, 8
MD, 595, 101, 8
MD, 594, 101, 16
MD, 593, 101, 16
MR, 1, 24
MM, 593, 101, 1896
MM, 593, 102, 8
MM, 592, 105, 8
MM, 590, 108, 8
MM, 589, 111, 4
MM, 589, 113, 8
MM, 587, 116, 9
MM, 586, 119, 8
MM, 586, 123, 8
MM, 586, 125, 0
MM, 585, 128, 8
MM, 585, 131, 8
MM, 585, 134, 8
MM, 585, 136, 8
MM, 585, 139, 8
MM, 585, 141, 8
MM, 585, 144, 8
MM, 586, 147, 0
MM, 587, 150, 8
MM, 588, 153, 11
MM, 589, 157, 7
MM, 591, 161, 8
MM, 592, 164, 8
MM, 593, 168, 0
MM, 593, 173, 8
MM, 594, 179, 11
MM, 595, 184, 7
MM, 596, 187, 8
MM, 597, 191, 8
MM, 598, 193, 0
MM, 598, 195, 8
MM, 599, 197, 12
MM, 599, 199, 7
MM, 599, 200, 8
MM, 599, 201, 8
MM, 599, 202, 0
MM, 599, 204, 8
MM, 599, 205, 8
MM, 599, 205, 8
MM, 599, 206, 8
MM, 599, 207, 8
MM, 599, 208, 8
MM, 599, 209, 3
MM, 599, 210, 10
MM, 599, 211, 7
MM, 599, 212, 7
MM, 599, 213, 8
MM, 600, 213, 8
MM, 600, 214, 0
MM, 600, 215, 8
MM, 600, 216, 8
MM, 600, 217, 8
MM, 600, 218, 9
MM, 600, 218, 8
MM, 600, 219, 7
MM, 600, 220, 8
MM, 600, 221, 0
MM, 600, 221, 8
MM, 600, 223, 18
MM, 600, 223, 8
MM, 600, 224, 8
MM, 600, 225, 8
MM, 600, 226, 0
MM, 600, 227, 8
MM, 600, 228, 8
MM, 600, 229, 8
MM, 600, 229, 8
MM, 600, 230, 8
MM, 600, 231, 8
MM, 600, 231, 27
MM, 600, 232, 9
MM, 600, 233, 21
MM, 590, 255, 824
MM, 568, 298, 0
MM, 554, 330, 8
MM, 544, 358, 8
MM, 533, 383, 11
MM, 529, 400, 8
MM, 524, 413, 8
MM, 518, 427, 0
MM, 514, 442, 8
MM, 508, 458, 8
MM, 504, 475, 8
MM, 498, 494, 8
MM, 494, 511, 8
MM, 490, 528, 8
MM, 487, 545, 8
MM, 483, 560, 8
MM, 481, 574, 0
MM, 479, 589, 8
MM, 476, 604, 8
MM, 476, 617, 8
MM, 475, 627, 8
MM, 475, 639, 8
MM, 475, 647, 8
MM, 475, 653, 7
MM, 474, 658, 0
MM, 474, 665, 13
MM, 472, 670, 8
MM, 472, 674, 8
MM, 471, 679, 0
MM, 470, 685, 12
MM, 469, 688, 7
MM, 469, 692, 8
MM, 468, 695, 8
MM, 466, 699, 8
MM, 466, 700, 0
MM, 466, 703, 8
MM, 466, 705, 8
MM, 465, 708, 8
MM, 465, 709, 8
MM, 464, 712, 8
MM, 463, 716, 8
MM, 462, 720, 8
MM, 460, 725, 0
MM, 459, 729, 8
MM, 458, 733, 8
MM, 457, 737, 8
MM, 456, 740, 10
MM, 455, 742, 8
MM, 454, 745, 0
MM, 453, 749, 8
MM, 453, 752, 8
MM, 452, 755, 8
MM, 451, 761, 8
MM, 449, 768, 8
MM, 447, 777, 8
MM, 446, 784, 8
MM, 446, 789, 0
MM, 445, 794, 8
MM, 445, 799, 8
MM, 444, 802, 8
MM, 444, 806, 11
MM, 444, 809, 1
MM, 443, 810, 8
MM, 443, 812, 12
MM, 442, 814, 7
MM, 442, 815, 8
MM, 442, 817, 0
MM, 442, 818, 8
MM, 441, 821, 8
MM, 440, 823, 8
MM, 440, 824, 8
MM, 440, 826, 8
MM, 439, 828, 8
MM, 439, 829, 8
MM, 438, 830, 0
MM, 438, 831, 8
MM, 438, 832, 8
MM, 438, 832, 8
MM, 438, 833, 16
MM, 437, 834, 8
MM, 437, 834, 9
MM, 437, 835, 4
MM, 437, 836, 8
MM, 437, 837, 8
MM, 437, 837, 8
MM, 437, 838, 8
MM, 437, 839, 8
MM, 437, 839, 16
MM, 437, 840, 24
MM, 437, 841, 12
MM, 437, 841, 59
MM, 437, 842, 19
MM, 437, 843, 16
MM, 437, 844, 8
MM, 437, 844, 64
MM, 437, 845, 16
MM, 437, 846, 8
MM, 437, 846, 8
MM, 437, 847, 8
MM, 437, 848, 8
MM, 437, 849, 0
MM, 438, 849, 8
MM, 438, 850, 8
MM, 438, 851, 8
MM, 438, 851, 17
MM, 438, 852, 2
MM, 438, 853, 8
MM, 439, 854, 20
MM, 439, 854, 24
MM, 440, 854, 8
MM, 441, 854, 8
MM, 441, 854, 8
MM, 442, 854, 0
MM, 443, 854, 8
MM, 444, 853, 8
MM, 447, 852, 8
MM, 449, 851, 8
MM, 452, 850, 8
MM, 456, 848, 8
MM, 459, 844, 0
MM, 465, 839, 8
MM, 471, 830, 8
MM, 479, 822, 8
MM, 485, 812, 8
MM, 490, 801, 9
MM, 495, 790, 7
MM, 501, 778, 8
MM, 506, 763, 8
MM, 514, 738, 8
MM, 526, 710, 0
MM, 536, 676, 8
MM, 549, 635, 8
MM, 564, 590, 8
MM, 576, 543, 11
MM, 590, 489, 1
MM, 601, 436, 13
MM, 615, 382, 7
MM, 625, 329, 5
MM, 641, 274, 9
MM, 655, 220, 8
MM, 672, 160, 0
MM, 692, 102, 7
MM, 710, 53, 9
MM, 727, 14, 7
MM, 741, -14, 9
MM, 752, -17, 8
MM, 761, -11, 8
MM, 769, -8, 8
MM, 773, -3, 8
MM, 777, -2, 0
MM, 779, -1, 8
MM, 781, 0, 8
MM, 781, 0, 8
MM, 782, 0, 8
MM, 783, 0, 16
MM, 783, 0, 13
MM, 784, 0, 14
MM, 785, 0, 8
MM, 786, 0, 8
MM, 787, 0, 0
MM, 789, -1, 16
MM, 790, 0, 8
MM, 791, 0, 9
MM, 793, -1, 5
MM, 794, 0, 8
MM, 796, -1, 8
MM, 798, -1, 8
MM, 800, 0, 4
MM, 804, -1, 11
MM, 808, -1, 5
MM, 812, -1, 7
MM, 815, 0, 8
MM, 818, 0, 4
MM, 820, 0, 7
MM, 822, 1, 9
MM, 825, 2, 7
MM, 825, 4, 8
MM, 826, 6, 8
MM, 826, 8, 0
MM, 826, 11, 8
MM, 826, 12, 8
MM, 826, 14, 8
MM, 826, 16, 9
MM, 825, 19, 8
MM, 824, 20, 7
MM, 823, 20, 8
MM, 823, 21, 8
